City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
325,tual,-5.6667,132.75,28.07,80,55,8.69,ID,1715635476
326,amga,60.8953,131.9608,4.39,73,100,1.24,RU,1715635476
327,aldama,22.9167,-98.0667,31.0,46,83,7.71,MX,1715635476
328,abaza,52.655,90.0928,9.63,80,99,1.37,RU,1715635477
329,qorveh,35.1664,47.8045,10.69,74,1,5.92,IR,1715635465
330,moyynkum,44.2914,72.9469,18.69,56,66,3.92,KZ,1715635477
331,ciudad tula,23.0,-99.7167,38.54,9,74,3.73,MX,1715635477
332,gadzhiyevo,69.2551,33.3362,0.45,99,94,4.02,RU,1715635478
333,agbabu,6.5886,4.8343,24.67,95,100,0.26,NG,1715635478
334,chihuahua,28.5,-106.0,27.89,8,0,1.09,MX,1715634980
335,winterset,41.3308,-94.0138,18.65,97,100,4.66,US,1715635478
336,ha'il,27.5219,41.6907,24.01,27,0,1.03,SA,1715635478
337,freetown,8.484,-13.2299,27.84,78,40,6.17,SL,1715635479
338,mana,5.6592,-53.7767,26.79,80,89,4.92,GF,1715635479
339,lyantor,61.6195,72.1555,-0.27,78,100,4.9,RU,1715635479
340,quatre cocos,-20.2078,57.7625,24.49,73,99,6.43,MU,1715635479
341,tarawa,1.419,172.984,29.05,89,20,3.6,KI,1715635480
342,sao vicente,-23.9631,-46.3919,33.1,43,0,1.54,BR,1715635480
343,tweed heads,-28.1817,153.547,15.02,97,0,1.54,AU,1715635480
344,altay,47.8667,88.1167,15.74,46,100,1.5,CN,1715635189
345,karlsfeld,48.2167,11.4667,14.72,87,0,2.14,DE,1715635481
346,markovo,57.3206,107.0881,3.59,54,58,2.17,RU,1715635481
347,prince albert,53.2001,-105.7677,16.97,34,75,5.66,CA,1715635481
348,aldinga beach,-35.2793,138.4604,13.15,91,79,3.01,AU,1715635481
349,den burg,53.0542,4.7972,17.98,90,14,3.6,NL,1715635482
350,greenville,35.6127,-77.3663,25.09,53,75,4.12,US,1715635320
351,nyurba,63.2842,118.3319,-0.25,95,100,1.63,RU,1715635482
352,waddan,29.1614,16.139,25.37,21,0,5.37,LY,1715635482
353,la passe,45.5549,-0.8967,15.13,94,100,6.79,FR,1715635482
354,chibougamau,49.9168,-74.3659,9.79,100,100,3.09,CA,1715635483
355,mujiayingzi,42.1167,118.7833,13.77,61,47,1.91,CN,1715635483
356,padangsidempuan,1.3667,99.2667,23.13,98,100,0.49,ID,1715635483
357,greymouth,-42.4667,171.2,8.58,87,100,2.66,NZ,1715635483
358,saudarkrokur,65.7461,-19.6394,1.44,98,100,3.94,IS,1715635484
359,ceyrat,45.7318,3.0633,16.35,68,0,6.69,FR,1715635484
360,mersa matruh,31.3525,27.2453,18.36,75,0,4.09,EG,1715635484
361,cortina d'ampezzo,46.5384,12.1377,9.76,96,100,0.24,IT,1715635485
